id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
1054,30,unemployed,single,secondary,NA,-770,yes,no,0,unknown,87,0,0
1055,38,admin.,married,secondary,cellular,424,yes,no,0,unknown,279,0,0
1056,30,services,married,secondary,cellular,9531,no,no,0,unknown,105,0,0
1057,37,management,single,tertiary,cellular,9,no,no,0,unknown,484,0,0
1058,47,unemployed,single,tertiary,cellular,44,no,no,1,high,374,0,0
1059,26,technician,single,tertiary,telephone,1274,no,no,0,unknown,475,0,0
1060,37,blue-collar,single,tertiary,NA,1222,no,no,0,unknown,212,0,0
1061,49,management,divorced,secondary,NA,-46,yes,no,0,unknown,1055,242.45,0
1062,31,technician,married,tertiary,cellular,1990,yes,yes,1,unknown,316,0,0
1063,18,student,single,secondary,cellular,156,no,no,4,unknown,298,0,0
1064,27,blue-collar,married,secondary,cellular,245,yes,no,11,low,7,0,0
1065,60,technician,divorced,tertiary,NA,-317,yes,no,0,unknown,498,0,0
1066,37,services,married,secondary,NA,-954,yes,no,0,unknown,111,0,0
1067,55,unemployed,married,secondary,NA,1108,yes,yes,0,unknown,75,0,0
1068,36,blue-collar,single,primary,cellular,1959,yes,no,0,unknown,1966,0,0
1069,41,services,divorced,secondary,NA,-198,no,yes,0,unknown,133,0,0
1070,30,blue-collar,married,secondary,NA,2850,no,no,0,unknown,181,0,0
1071,32,technician,single,tertiary,cellular,2626,yes,yes,2,unknown,217,0,0
1072,35,services,married,secondary,telephone,0,no,yes,0,unknown,42,0,0
1073,73,retired,married,secondary,cellular,2850,no,no,8,low,300,204.15,0
1074,31,services,single,secondary,cellular,11386,yes,no,0,unknown,356,0,0
1075,58,self-employed,married,tertiary,cellular,327,no,yes,0,unknown,145,0,0
1076,27,student,single,tertiary,cellular,118,no,no,1,low,160,40.43,0
1077,41,unemployed,divorced,tertiary,cellular,-198,yes,no,0,unknown,165,0,0
1078,41,technician,single,secondary,cellular,43,no,no,0,unknown,420,0,0
1079,63,management,married,tertiary,cellular,0,no,no,6,low,130,0,0
1080,53,retired,divorced,primary,NA,2997,no,no,0,unknown,162,0,0
1081,36,technician,single,secondary,cellular,-487,yes,no,0,unknown,1080,302.26,0
1082,60,NA,married,NA,cellular,7337,no,no,0,unknown,122,0,0
1083,45,blue-collar,married,primary,NA,676,yes,no,0,unknown,156,0,0
1084,36,technician,married,secondary,cellular,2473,no,no,0,unknown,965,561.35,0
1085,33,blue-collar,married,primary,cellular,1903,yes,no,3,low,337,0,0
1086,28,self-employed,single,tertiary,cellular,442,no,no,3,unknown,474,356.31,0
1087,79,retired,divorced,NA,telephone,2628,no,no,2,low,220,0,0
1088,47,admin.,married,secondary,cellular,368,no,no,6,high,403,340.48,0
1089,31,technician,divorced,tertiary,NA,2287,yes,no,0,unknown,97,0,0
1090,38,blue-collar,married,secondary,cellular,861,yes,no,0,unknown,565,0,0
1091,46,management,married,tertiary,NA,1217,yes,no,0,unknown,236,0,0
1092,50,technician,divorced,secondary,telephone,1303,no,no,0,unknown,274,0,0
1093,24,technician,single,secondary,cellular,139,no,no,0,unknown,259,0,0
1094,39,management,married,tertiary,NA,2763,yes,no,0,unknown,526,804.34,0
1095,33,technician,single,secondary,cellular,7108,no,yes,0,unknown,255,0,0
1096,45,technician,divorced,secondary,cellular,3271,no,no,0,unknown,388,0,0
1097,57,management,married,secondary,cellular,2155,no,yes,0,unknown,82,0,0
1098,35,self-employed,single,tertiary,cellular,5462,no,no,1,high,188,1376.4,0
1099,49,admin.,divorced,secondary,NA,266,yes,no,0,unknown,162,0,0
1100,37,management,divorced,tertiary,cellular,641,yes,no,0,unknown,334,0,0
1101,42,management,married,NA,cellular,849,yes,no,1,unknown,667,382.53,0
1102,60,retired,divorced,secondary,cellular,598,no,yes,0,unknown,96,0,0
1103,40,admin.,married,tertiary,telephone,1,yes,no,0,unknown,249,0,0
1104,28,blue-collar,married,primary,NA,10045,yes,no,0,unknown,169,0,0
1105,59,management,married,primary,NA,252,yes,yes,0,unknown,103,0,0
1106,49,admin.,single,secondary,NA,-1193,yes,yes,0,unknown,73,0,0
1107,53,housemaid,married,secondary,NA,736,yes,no,0,unknown,535,0,0
1108,42,services,married,secondary,NA,0,yes,no,0,unknown,132,0,0
1109,28,blue-collar,married,secondary,NA,1331,yes,yes,0,unknown,267,0,0
1110,38,blue-collar,married,secondary,NA,360,yes,no,0,unknown,220,0,0
1111,56,management,married,tertiary,cellular,2925,no,no,0,unknown,133,0,0
1112,24,self-employed,single,tertiary,NA,931,yes,no,0,unknown,200,0,0
1113,45,housemaid,divorced,secondary,cellular,31,yes,no,0,unknown,280,0,0
1114,32,services,single,secondary,cellular,159,yes,yes,0,unknown,46,0,0
1115,29,admin.,divorced,secondary,NA,0,no,no,0,unknown,393,0,0
1116,41,entrepreneur,single,primary,NA,7264,no,yes,0,unknown,125,0,0
1117,48,NA,married,NA,cellular,558,no,no,0,unknown,433,0,0
1118,36,services,married,tertiary,cellular,702,yes,no,0,unknown,52,0,0
1119,53,blue-collar,married,secondary,NA,1103,yes,yes,0,unknown,163,0,0
1120,37,management,single,tertiary,NA,23867,no,no,0,unknown,188,0,0
1121,36,management,single,tertiary,NA,2806,yes,no,0,unknown,358,0,0
1122,28,admin.,single,secondary,cellular,-36,yes,no,0,unknown,379,0,0
1123,47,blue-collar,married,primary,NA,-100,yes,no,0,unknown,374,0,0
1124,31,admin.,single,secondary,cellular,81,yes,no,11,unknown,215,0,0
1125,32,services,single,secondary,cellular,-402,yes,no,0,unknown,135,0,0
1126,35,admin.,married,secondary,cellular,0,no,no,0,unknown,78,0,0
1127,34,management,single,tertiary,NA,2159,no,no,0,unknown,386,707.9,0
1128,59,NA,married,primary,NA,1470,no,no,0,unknown,74,0,0
1129,32,technician,divorced,secondary,cellular,3717,no,yes,0,unknown,91,0,0
1130,30,admin.,divorced,secondary,cellular,891,no,no,1,low,340,0,0
1131,51,self-employed,married,secondary,cellular,95,yes,no,0,unknown,1309,302.82,0
1132,49,admin.,single,primary,NA,181,yes,no,0,unknown,161,0,0
1133,44,blue-collar,married,primary,NA,1485,yes,no,0,unknown,428,0,0
1134,44,services,married,secondary,cellular,-230,yes,yes,1,low,352,0,0
1135,47,technician,married,tertiary,NA,192,yes,no,0,unknown,596,0,0
1136,34,blue-collar,married,secondary,NA,504,yes,no,0,unknown,260,0,0
1137,32,management,single,tertiary,cellular,1077,no,no,4,low,200,0,0
1138,45,technician,married,tertiary,NA,533,yes,no,0,unknown,332,0,0
1139,26,admin.,single,secondary,NA,82,yes,no,0,unknown,228,0,0
1140,48,technician,married,secondary,cellular,1981,yes,no,5,low,404,0,0
1141,24,student,single,tertiary,cellular,834,no,no,0,unknown,679,81.45,0
1142,43,self-employed,married,secondary,NA,918,yes,no,0,unknown,193,0,0
1143,39,blue-collar,married,primary,telephone,163,yes,no,0,unknown,192,0,0
1144,58,admin.,married,secondary,cellular,6878,no,no,0,unknown,148,0,0
1145,46,management,married,tertiary,cellular,37378,yes,no,1,low,146,0,0
1146,37,services,single,secondary,NA,259,yes,no,0,unknown,130,0,0
1147,52,admin.,single,secondary,NA,3348,yes,no,0,unknown,407,0,0
1148,32,blue-collar,married,primary,NA,225,yes,no,0,unknown,23,0,0
1149,50,housemaid,married,primary,NA,4,no,no,0,unknown,51,0,0
1150,38,blue-collar,single,secondary,cellular,4860,yes,no,0,unknown,130,0,0
1151,38,housemaid,divorced,tertiary,cellular,4312,no,no,2,unknown,407,0,0
1152,52,entrepreneur,married,secondary,NA,113,yes,yes,0,unknown,127,0,0
1153,58,retired,married,secondary,NA,1874,no,no,0,unknown,103,0,0
1154,44,management,single,tertiary,NA,3355,yes,no,0,unknown,312,0,0
1155,49,admin.,single,secondary,telephone,7426,no,no,0,unknown,65,0,0
1156,41,entrepreneur,married,tertiary,telephone,2249,yes,no,0,unknown,231,0,0
1157,31,blue-collar,single,secondary,cellular,11639,yes,no,0,unknown,1191,0,0
1158,34,technician,married,secondary,cellular,508,no,no,0,unknown,795,0,0
1159,42,management,divorced,tertiary,NA,221,yes,no,0,unknown,720,0,0
1160,25,blue-collar,single,secondary,cellular,764,yes,no,0,unknown,455,0,0
1161,53,admin.,divorced,secondary,NA,-394,yes,no,0,unknown,599,0,0
1162,31,technician,single,tertiary,cellular,967,no,no,0,unknown,210,0,0
1163,37,technician,married,secondary,cellular,1824,yes,no,2,unknown,112,0,0
1164,51,entrepreneur,married,primary,cellular,726,yes,yes,0,unknown,87,0,0
1165,38,blue-collar,married,secondary,NA,-3,no,yes,0,unknown,172,0,0
1166,24,student,single,secondary,cellular,4126,no,no,2,high,83,0,0
1167,25,management,single,tertiary,cellular,10,no,no,0,unknown,549,0,0
1168,29,management,married,tertiary,NA,-218,yes,no,0,unknown,121,0,0
1169,27,blue-collar,single,secondary,NA,446,yes,no,0,unknown,194,0,0
1170,34,technician,married,secondary,cellular,384,yes,no,1,unknown,127,0,0
1171,52,admin.,single,secondary,cellular,2398,yes,no,0,unknown,412,553.79,0
1172,45,admin.,single,secondary,cellular,0,yes,no,0,unknown,38,0,0
1173,36,management,married,tertiary,telephone,0,yes,no,3,low,140,269.02,0
1174,38,admin.,divorced,secondary,cellular,859,yes,yes,4,low,52,0,0
1175,34,technician,single,secondary,cellular,0,no,no,0,unknown,130,0,0
1176,43,management,married,tertiary,cellular,0,no,no,0,unknown,25,0,0
1177,42,blue-collar,married,secondary,cellular,88,yes,no,0,unknown,53,0,0
1178,39,blue-collar,married,secondary,NA,-1002,yes,no,0,unknown,9,0,0
1179,30,services,married,primary,NA,-286,yes,no,0,unknown,202,0,0
1180,48,management,single,tertiary,cellular,86,no,no,6,unknown,281,298.86,0
1181,26,admin.,single,secondary,cellular,1200,no,no,0,unknown,232,0,0
1182,33,housemaid,married,primary,cellular,209,no,no,0,unknown,76,0,0
1183,33,unemployed,divorced,secondary,cellular,0,yes,no,0,unknown,91,0,0
1184,26,blue-collar,single,secondary,NA,-116,yes,yes,0,unknown,208,0,0
1185,34,blue-collar,single,secondary,cellular,783,yes,no,0,unknown,142,0,0
1186,37,technician,single,tertiary,cellular,6889,yes,no,0,unknown,1221,0,0
1187,28,blue-collar,single,secondary,cellular,643,no,no,0,unknown,308,310.93,0
1188,44,self-employed,divorced,tertiary,cellular,2938,no,no,0,unknown,107,0,0
1189,33,technician,single,tertiary,NA,129,yes,no,0,unknown,128,0,0
1190,37,management,married,tertiary,cellular,2283,no,no,4,high,303,725.07,0
1191,46,blue-collar,married,secondary,cellular,4044,no,no,0,unknown,326,0,0
1192,42,blue-collar,married,primary,NA,-181,yes,no,0,unknown,297,0,0
1193,28,management,married,tertiary,cellular,577,yes,no,0,unknown,152,0,0
1194,27,services,single,secondary,cellular,266,no,yes,0,unknown,232,0,0
1195,50,management,married,tertiary,cellular,1612,no,no,4,high,188,0,0
1196,30,admin.,married,secondary,NA,685,yes,no,0,unknown,25,0,0
1197,30,self-employed,married,secondary,NA,421,yes,yes,0,unknown,62,0,0
1198,27,unemployed,married,secondary,cellular,724,yes,yes,0,unknown,200,0,0
1199,56,blue-collar,married,primary,NA,5,yes,yes,0,unknown,407,0,0
1200,35,entrepreneur,married,secondary,NA,24,yes,no,0,unknown,81,0,0
1201,52,unemployed,married,tertiary,cellular,1023,no,no,0,unknown,107,0,0
1202,22,blue-collar,single,primary,NA,3198,yes,no,0,unknown,109,0,0
1203,33,technician,married,secondary,cellular,956,yes,yes,0,unknown,120,0,0
1204,42,management,married,tertiary,cellular,2665,yes,no,11,low,280,798.22,0
1205,47,blue-collar,married,primary,cellular,4040,no,no,0,unknown,53,0,0
1206,30,admin.,married,secondary,cellular,-68,yes,no,0,unknown,327,0,0
1207,52,admin.,married,secondary,cellular,146,yes,yes,0,unknown,108,0,0
1208,49,admin.,married,secondary,NA,12,no,no,0,unknown,217,0,0
1209,60,retired,married,secondary,cellular,197,no,no,0,unknown,1386,0,0
1210,30,admin.,married,primary,cellular,9,yes,yes,0,unknown,323,0,0
1211,46,retired,married,secondary,cellular,2396,no,no,0,unknown,307,0,0
1212,41,unemployed,single,primary,cellular,216,no,no,0,unknown,577,44.36,0
1213,34,self-employed,single,tertiary,telephone,36,no,no,0,unknown,55,0,0
1214,36,technician,divorced,secondary,cellular,253,yes,no,0,unknown,54,0,0
1215,32,unemployed,married,secondary,NA,2996,yes,no,0,unknown,68,0,0
1216,76,retired,married,tertiary,cellular,2991,no,no,1,high,344,202.37,0
1217,22,student,single,secondary,cellular,562,yes,no,0,unknown,147,0,0
1218,54,management,divorced,tertiary,cellular,5253,yes,yes,0,unknown,17,0,0
1219,53,technician,divorced,secondary,NA,522,yes,no,0,unknown,230,0,0
1220,29,blue-collar,married,secondary,telephone,2312,yes,no,0,unknown,109,0,0
1221,49,blue-collar,divorced,primary,cellular,24,yes,no,1,high,701,261.83,0
1222,42,blue-collar,divorced,primary,NA,145,no,yes,0,unknown,27,0,0
1223,36,self-employed,married,tertiary,NA,682,yes,no,0,unknown,13,0,0
1224,57,blue-collar,married,primary,telephone,403,yes,no,0,unknown,63,0,0
1225,38,self-employed,single,tertiary,cellular,973,no,no,0,unknown,138,0,0
1226,35,admin.,divorced,secondary,cellular,-402,yes,no,0,unknown,46,0,0
1227,30,technician,single,tertiary,cellular,106,yes,no,0,unknown,119,0,0
1228,32,services,married,secondary,cellular,0,yes,no,0,unknown,36,0,0
1229,38,blue-collar,married,secondary,cellular,1556,yes,no,0,unknown,191,0,0
1230,36,technician,single,secondary,NA,1832,yes,no,0,unknown,154,0,0
1231,27,services,married,secondary,cellular,0,yes,no,0,unknown,1608,293.98,0
1232,57,retired,married,secondary,cellular,718,no,no,0,unknown,170,0,0
1233,59,entrepreneur,married,tertiary,NA,-820,no,no,0,unknown,43,0,0
1234,32,admin.,married,secondary,cellular,1785,yes,no,6,unknown,51,0,0
1235,49,housemaid,married,primary,cellular,0,yes,no,0,unknown,42,0,0
1236,35,management,single,secondary,NA,0,no,no,0,unknown,19,0,0
1237,37,housemaid,divorced,primary,cellular,0,yes,yes,0,unknown,158,0,0
1238,43,blue-collar,married,primary,NA,336,yes,no,0,unknown,256,0,0
1239,38,blue-collar,single,secondary,cellular,711,yes,no,1,unknown,254,0,0
1240,38,management,married,tertiary,telephone,1101,yes,no,0,unknown,43,0,0
1241,31,blue-collar,married,primary,telephone,347,no,no,0,unknown,21,0,0
1242,47,services,married,secondary,cellular,278,yes,no,1,unknown,51,0,0
1243,32,blue-collar,single,secondary,NA,1721,yes,no,0,unknown,650,0,0
1244,32,management,single,tertiary,cellular,2134,no,no,0,unknown,98,0,0
1245,35,technician,single,secondary,cellular,126,no,no,0,unknown,112,0,0
1246,37,admin.,married,secondary,cellular,96,no,no,3,high,102,0,0
1247,34,management,single,tertiary,cellular,681,no,no,0,unknown,637,384.44,0
1248,32,services,married,secondary,NA,-790,yes,no,0,unknown,159,0,0
1249,52,management,married,tertiary,cellular,-11,yes,no,0,unknown,94,0,0
1250,31,admin.,married,secondary,cellular,33,yes,no,0,unknown,290,0,0
1251,39,blue-collar,married,primary,NA,572,yes,yes,0,unknown,235,0,0
1252,48,management,divorced,tertiary,cellular,1144,yes,no,0,unknown,78,0,0
1253,36,services,married,secondary,cellular,-27,yes,yes,0,unknown,151,0,0
1254,57,management,divorced,tertiary,cellular,429,yes,no,0,unknown,245,0,0
1255,36,management,single,tertiary,cellular,20,yes,no,3,unknown,766,0,0
1256,35,blue-collar,married,secondary,cellular,2737,yes,no,0,unknown,199,0,0
1257,38,technician,single,secondary,NA,258,no,yes,0,unknown,587,0,0
1258,34,services,married,secondary,cellular,2048,yes,no,0,unknown,307,0,0
1259,32,technician,married,tertiary,cellular,264,yes,no,0,unknown,103,0,0
1260,28,blue-collar,married,secondary,cellular,251,yes,no,0,unknown,754,0,0
1261,28,admin.,single,NA,cellular,24,yes,no,0,unknown,415,278.95,0
1262,51,management,married,tertiary,cellular,1700,no,no,0,unknown,147,0,0
1263,42,admin.,single,tertiary,cellular,473,yes,no,0,unknown,494,0,0
1264,39,admin.,married,secondary,cellular,3655,no,no,0,unknown,422,0,0
1265,46,retired,single,primary,NA,1190,no,no,0,unknown,316,0,0
1266,37,admin.,single,secondary,NA,0,no,no,0,unknown,17,0,0
1267,36,technician,divorced,secondary,NA,1285,no,no,0,unknown,230,0,0
1268,38,services,married,secondary,NA,293,no,no,0,unknown,70,0,0
1269,33,management,married,tertiary,cellular,594,yes,yes,0,unknown,21,0,0
1270,32,management,married,tertiary,cellular,1388,no,no,0,unknown,161,0,0
1271,27,blue-collar,single,primary,cellular,21,no,no,0,unknown,197,0,0
1272,42,self-employed,married,tertiary,cellular,83,yes,no,0,unknown,140,0,0
1273,34,blue-collar,single,secondary,NA,3773,yes,no,0,unknown,287,0,0
1274,38,admin.,married,secondary,cellular,1280,yes,no,0,unknown,916,0,0
1275,27,services,single,secondary,cellular,1928,no,yes,0,unknown,513,0,0
1276,32,services,married,secondary,cellular,11,no,no,0,unknown,322,0,0
1277,28,technician,single,tertiary,cellular,558,yes,no,0,unknown,300,0,0
1278,31,blue-collar,married,primary,cellular,63,yes,no,0,unknown,256,0,0
1279,43,admin.,married,secondary,cellular,1220,yes,no,1,unknown,349,0,0
1280,48,blue-collar,married,secondary,cellular,647,no,no,0,unknown,64,0,0
1281,31,admin.,single,secondary,NA,2104,yes,no,0,unknown,455,0,0
1282,45,technician,single,tertiary,cellular,302,yes,no,4,low,22,0,0
1283,52,management,married,primary,cellular,0,yes,yes,0,unknown,121,0,0
1284,50,technician,married,tertiary,telephone,5114,no,no,2,unknown,286,0,0
1285,31,blue-collar,married,secondary,cellular,-112,no,yes,0,unknown,128,0,0
1286,45,technician,married,secondary,cellular,268,no,no,0,unknown,96,0,0
1287,31,admin.,single,tertiary,cellular,355,yes,no,0,unknown,609,328.38,0
1288,30,student,single,tertiary,cellular,7529,no,no,0,unknown,328,481.3,0
1289,22,student,single,NA,cellular,2281,no,no,0,unknown,221,0,0
1290,47,entrepreneur,married,tertiary,NA,362,yes,no,0,unknown,97,0,0
1291,43,blue-collar,married,secondary,NA,19,yes,no,0,unknown,249,0,0
1292,54,technician,married,tertiary,cellular,395,no,no,2,high,183,378.48,0
1293,49,technician,married,secondary,cellular,8689,no,no,0,unknown,586,0,0
1294,32,technician,divorced,tertiary,NA,2558,no,no,0,unknown,148,0,0
1295,32,blue-collar,married,secondary,cellular,136,no,no,3,high,206,296.51,0
1296,38,technician,married,secondary,NA,61,yes,no,0,unknown,97,0,0
1297,29,blue-collar,single,tertiary,cellular,98,no,no,0,unknown,170,0,0
1298,37,blue-collar,single,secondary,cellular,111,yes,no,2,low,60,0,0
1299,43,management,married,tertiary,cellular,0,yes,no,0,unknown,360,0,0
1300,59,admin.,married,secondary,cellular,0,yes,no,0,unknown,982,290.4,0
1301,57,retired,married,secondary,NA,519,yes,no,0,unknown,393,0,0
1302,50,management,married,tertiary,cellular,1859,no,no,0,unknown,85,0,0
1303,32,technician,married,secondary,cellular,56,yes,no,5,unknown,126,0,0
1304,49,management,divorced,tertiary,cellular,1904,no,yes,0,unknown,131,0,0
1305,35,technician,married,tertiary,cellular,0,yes,yes,2,low,135,0,0
1306,39,technician,married,primary,cellular,1846,no,no,0,unknown,306,0,0
1307,32,services,single,secondary,NA,1940,yes,no,0,unknown,215,0,0
1308,34,admin.,married,tertiary,cellular,0,no,no,0,unknown,155,277.06,0
1309,50,blue-collar,married,secondary,cellular,253,yes,yes,0,unknown,475,0,0
1310,39,blue-collar,married,secondary,cellular,1360,yes,no,0,unknown,247,0,0
1311,40,services,single,secondary,cellular,326,yes,no,2,low,242,0,0
1312,55,blue-collar,married,primary,telephone,145,no,no,2,unknown,59,0,0
1313,30,services,married,secondary,cellular,249,yes,no,2,low,294,0,0
